21.240
32.360
41.840
50.320
61.600
70.840
78.480
95.640
104.600
118.160
129.360
141.000
146.880
155.360
161.040
171.160
176.040
189.640
197.960
212.280
225.120
231.000
236.520
243.840
251.480
267.320
277.280
285.480
299.160
308.480
317.880
325.840
340.960
349.280
356.600
370.000
380.720
401.720
